praxis | 2026-08-10T10:36:52-0600 | tool=unknown
praxis | 2026-08-13T12:42:11-0600 | tool=unknown
praxis | 2026-08-13T12:42:12-0600 | tool=unknown
praxis | 2026-08-13T12:42:12-0600 | tool=unknown
praxis | 2026-08-13T12:42:26-0600 | tool=unknown
praxis | 2026-08-13T12:42:26-0600 | tool=unknown
praxis | 2026-08-13T12:42:26-0600 | tool=unknown
praxis | 2026-08-13T12:42:26-0600 | tool=unknown
praxis | 2026-08-13T12:42:31-0600 | tool=unknown
praxis | 2026-08-13T12:42:32-0600 | tool=unknown
praxis | 2026-08-13T12:42:32-0600 | tool=unknown
praxis | 2026-08-13T12:42:51-0600 | tool=unknown
praxis | 2026-08-13T12:42:51-0600 | tool=unknown
praxis | 2026-08-14T10:15:04-0600 | tool=unknown
praxis | 2026-08-14T10:15:04-0600 | tool=unknown
praxis | 2026-08-14T10:15:13-0600 | tool=unknown
praxis | 2026-08-14T10:15:13-0600 | tool=unknown
praxis | 2026-08-14T10:20:08-0600 | tool=unknown
praxis | 2026-08-14T10:20:16-0600 | tool=unknown
praxis | 2026-08-14T10:20:48-0600 | tool=unknown
praxis | 2026-08-14T10:20:54-0600 | tool=unknown
praxis | 2026-08-14T10:20:54-0600 | tool=unknown
praxis | 2026-08-14T10:20:54-0600 | tool=unknown
praxis | 2026-08-14T10:21:16-0600 | tool=unknown
praxis | 2026-08-14T10:21:16-0600 | tool=unknown
praxis | 2026-08-14T10:21:33-0600 | tool=unknown
praxis | 2026-08-14T10:21:34-0600 | tool=unknown
praxis | 2026-08-14T10:22:22-0600 | tool=unknown
praxis | 2026-08-14T10:22:27-0600 | tool=unknown
praxis | 2026-08-14T10:22:49-0600 | tool=unknown
praxis | 2026-08-14T10:23:01-0600 | tool=unknown
praxis | 2026-08-14T10:23:14-0600 | tool=unknown
praxis | 2026-08-14T10:23:28-0600 | tool=unknown
praxis | 2026-08-14T10:23:54-0600 | tool=unknown
praxis | 2026-08-14T10:24:05-0600 | tool=unknown
praxis | 2026-08-14T10:24:10-0600 | tool=unknown
praxis | 2026-08-14T10:24:23-0600 | tool=unknown
praxis | 2026-08-14T10:33:02-0600 | tool=unknown
praxis | 2026-08-14T10:33:02-0600 | tool=unknown
praxis | 2026-08-14T10:33:02-0600 | tool=unknown
praxis | 2026-08-14T10:33:02-0600 | tool=unknown
praxis | 2026-08-14T10:33:06-0600 | tool=unknown
praxis | 2026-08-14T10:33:06-0600 | tool=unknown
praxis | 2026-08-14T10:33:07-0600 | tool=unknown
praxis | 2026-08-14T10:33:07-0600 | tool=unknown
praxis | 2026-08-14T10:33:26-0600 | tool=unknown
praxis | 2026-08-14T10:33:26-0600 | tool=unknown
praxis | 2026-08-14T10:33:26-0600 | tool=unknown
praxis | 2026-08-14T10:33:26-0600 | tool=unknown
praxis | 2026-08-14T10:33:31-0600 | tool=unknown
praxis | 2026-08-14T10:33:31-0600 | tool=unknown
praxis | 2026-08-14T10:33:34-0600 | tool=unknown
praxis | 2026-08-14T10:33:35-0600 | tool=unknown
praxis | 2026-08-14T10:33:44-0600 | tool=unknown
praxis | 2026-08-14T10:33:45-0600 | tool=unknown
praxis | 2026-08-14T10:33:46-0600 | tool=unknown
praxis | 2026-08-14T10:34:10-0600 | tool=unknown
praxis | 2026-08-14T10:34:13-0600 | tool=unknown
praxis | 2026-08-14T10:34:13-0600 | tool=unknown
praxis | 2026-08-14T10:35:26-0600 | tool=unknown
praxis | 2026-08-14T10:35:34-0600 | tool=unknown
praxis | 2026-08-14T10:35:41-0600 | tool=unknown
praxis | 2026-08-14T10:35:47-0600 | tool=unknown
praxis | 2026-08-14T10:36:22-0600 | tool=unknown
praxis | 2026-08-14T10:36:30-0600 | tool=unknown
praxis | 2026-08-14T10:36:41-0600 | tool=unknown
praxis | 2026-08-14T10:36:58-0600 | tool=unknown
praxis | 2026-08-14T10:37:07-0600 | tool=unknown
praxis | 2026-08-14T10:37:14-0600 | tool=unknown
praxis | 2026-08-14T10:37:22-0600 | tool=unknown
praxis | 2026-08-14T10:37:33-0600 | tool=unknown
praxis | 2026-08-14T10:37:40-0600 | tool=unknown
praxis | 2026-08-14T10:37:46-0600 | tool=unknown
praxis | 2026-08-14T10:37:52-0600 | tool=unknown
praxis | 2026-08-14T10:38:01-0600 | tool=unknown
praxis | 2026-08-14T10:38:30-0600 | tool=unknown
praxis | 2026-08-14T10:38:38-0600 | tool=unknown
praxis | 2026-08-14T10:38:44-0600 | tool=unknown
praxis | 2026-08-14T10:38:51-0600 | tool=unknown
praxis | 2026-08-14T10:38:58-0600 | tool=unknown
praxis | 2026-08-14T10:39:19-0600 | tool=unknown
praxis | 2026-08-14T10:39:32-0600 | tool=unknown
praxis | 2026-08-14T10:39:54-0600 | tool=unknown
praxis | 2026-08-14T10:39:57-0600 | tool=unknown
praxis | 2026-08-14T10:40:08-0600 | tool=unknown
praxis | 2026-08-14T10:40:25-0600 | tool=unknown
praxis | 2026-08-14T10:40:39-0600 | tool=unknown
praxis | 2026-08-14T10:40:50-0600 | tool=unknown
praxis | 2026-08-14T10:40:57-0600 | tool=unknown
praxis | 2026-08-14T10:41:17-0600 | tool=unknown
praxis | 2026-08-14T10:52:38-0600 | tool=unknown
praxis | 2026-08-14T10:52:39-0600 | tool=unknown
praxis | 2026-08-14T10:52:39-0600 | tool=unknown
praxis | 2026-08-14T10:52:45-0600 | tool=unknown
praxis | 2026-08-14T10:53:15-0600 | tool=unknown
praxis | 2026-08-14T10:53:15-0600 | tool=unknown
praxis | 2026-08-14T10:53:15-0600 | tool=unknown
praxis | 2026-08-14T10:54:29-0600 | tool=unknown
praxis | 2026-08-14T10:54:40-0600 | tool=unknown
praxis | 2026-08-14T10:54:47-0600 | tool=unknown
praxis | 2026-08-14T10:54:56-0600 | tool=unknown
praxis | 2026-08-14T10:55:03-0600 | tool=unknown
praxis | 2026-08-14T10:55:14-0600 | tool=unknown
praxis | 2026-08-14T10:55:23-0600 | tool=unknown
praxis | 2026-08-14T10:55:31-0600 | tool=unknown
praxis | 2026-08-14T10:55:38-0600 | tool=unknown
praxis | 2026-08-14T10:55:44-0600 | tool=unknown
praxis | 2026-08-14T10:58:25-0600 | tool=unknown
praxis | 2026-08-14T10:58:43-0600 | tool=unknown
praxis | 2026-08-14T10:58:49-0600 | tool=unknown
praxis | 2026-08-14T10:58:49-0600 | tool=unknown
praxis | 2026-08-14T10:59:24-0600 | tool=unknown
praxis | 2026-08-14T10:59:34-0600 | tool=unknown
praxis | 2026-08-14T10:59:46-0600 | tool=unknown
praxis | 2026-08-14T10:59:56-0600 | tool=unknown
praxis | 2026-08-14T11:00:10-0600 | tool=unknown
praxis | 2026-08-14T11:00:16-0600 | tool=unknown
praxis | 2026-08-14T11:00:31-0600 | tool=unknown
praxis | 2026-08-14T11:00:48-0600 | tool=unknown
praxis | 2026-08-14T11:00:53-0600 | tool=unknown
praxis | 2026-08-14T11:00:53-0600 | tool=unknown
praxis | 2026-08-14T11:01:02-0600 | tool=unknown
praxis | 2026-08-14T11:01:22-0600 | tool=unknown
praxis | 2026-08-14T11:01:27-0600 | tool=unknown
praxis | 2026-08-14T11:01:32-0600 | tool=unknown
praxis | 2026-08-14T11:01:39-0600 | tool=unknown
praxis | 2026-08-14T11:01:45-0600 | tool=unknown
praxis | 2026-08-14T11:01:51-0600 | tool=unknown
praxis | 2026-08-14T11:01:59-0600 | tool=unknown
praxis | 2026-08-14T11:02:16-0600 | tool=unknown
praxis | 2026-08-14T11:02:35-0600 | tool=unknown
praxis | 2026-08-14T11:02:40-0600 | tool=unknown
praxis | 2026-08-14T11:03:54-0600 | tool=unknown
praxis | 2026-08-14T11:04:04-0600 | tool=unknown
praxis | 2026-08-14T11:04:08-0600 | tool=unknown
praxis | 2026-08-14T11:04:25-0600 | tool=unknown
praxis | 2026-08-14T11:04:30-0600 | tool=unknown
praxis | 2026-08-14T11:04:46-0600 | tool=unknown
praxis | 2026-08-14T11:04:50-0600 | tool=unknown
praxis | 2026-08-14T11:04:55-0600 | tool=unknown
praxis | 2026-08-14T11:12:09-0600 | tool=unknown
praxis | 2026-08-14T11:12:09-0600 | tool=unknown
praxis | 2026-08-14T11:12:09-0600 | tool=unknown
praxis | 2026-08-14T11:12:41-0600 | tool=unknown
praxis | 2026-08-14T11:12:41-0600 | tool=unknown
praxis | 2026-08-14T11:12:43-0600 | tool=unknown
praxis | 2026-08-14T11:12:47-0600 | tool=unknown
praxis | 2026-08-14T11:12:47-0600 | tool=unknown
praxis | 2026-08-14T11:12:54-0600 | tool=unknown
praxis | 2026-08-14T11:12:58-0600 | tool=unknown
praxis | 2026-08-14T11:13:09-0600 | tool=unknown
praxis | 2026-08-14T11:13:14-0600 | tool=unknown
praxis | 2026-08-14T11:14:55-0600 | tool=unknown
praxis | 2026-08-14T11:15:03-0600 | tool=unknown
praxis | 2026-08-14T11:15:13-0600 | tool=unknown
praxis | 2026-08-14T11:15:24-0600 | tool=unknown
praxis | 2026-08-14T11:15:31-0600 | tool=unknown
praxis | 2026-08-14T11:15:41-0600 | tool=unknown
praxis | 2026-08-14T11:15:48-0600 | tool=unknown
praxis | 2026-08-14T11:15:54-0600 | tool=unknown
praxis | 2026-08-14T11:16:02-0600 | tool=unknown
praxis | 2026-08-14T11:16:07-0600 | tool=unknown
praxis | 2026-08-14T11:16:11-0600 | tool=unknown
praxis | 2026-08-14T11:16:43-0600 | tool=unknown
praxis | 2026-08-14T11:17:01-0600 | tool=unknown
praxis | 2026-08-14T11:17:06-0600 | tool=unknown
praxis | 2026-08-14T11:18:04-0600 | tool=unknown
praxis | 2026-08-14T11:18:17-0600 | tool=unknown
praxis | 2026-08-14T11:18:38-0600 | tool=unknown
praxis | 2026-08-14T11:18:45-0600 | tool=unknown
praxis | 2026-08-14T11:29:49-0600 | tool=unknown
praxis | 2026-08-14T11:29:49-0600 | tool=unknown
praxis | 2026-08-14T11:29:50-0600 | tool=unknown
praxis | 2026-08-14T11:29:55-0600 | tool=unknown
praxis | 2026-08-14T11:29:55-0600 | tool=unknown
praxis | 2026-08-14T11:29:59-0600 | tool=unknown
praxis | 2026-08-14T11:32:11-0600 | tool=unknown
praxis | 2026-08-14T11:32:18-0600 | tool=unknown
praxis | 2026-08-14T11:32:25-0600 | tool=unknown
praxis | 2026-08-14T11:32:31-0600 | tool=unknown
praxis | 2026-08-14T11:32:39-0600 | tool=unknown
praxis | 2026-08-14T11:32:45-0600 | tool=unknown
praxis | 2026-08-14T11:32:53-0600 | tool=unknown
praxis | 2026-08-14T11:33:02-0600 | tool=unknown
praxis | 2026-08-14T11:33:09-0600 | tool=unknown
praxis | 2026-08-14T11:34:57-0600 | tool=unknown
praxis | 2026-08-14T11:35:03-0600 | tool=unknown
praxis | 2026-08-14T11:35:12-0600 | tool=unknown
praxis | 2026-08-14T11:39:26-0600 | tool=unknown
praxis | 2026-08-14T11:39:26-0600 | tool=unknown
praxis | 2026-08-14T11:39:26-0600 | tool=unknown
praxis | 2026-08-14T11:39:39-0600 | tool=unknown
praxis | 2026-08-14T11:39:41-0600 | tool=unknown
praxis | 2026-08-14T11:39:52-0600 | tool=unknown
praxis | 2026-08-14T11:39:54-0600 | tool=unknown
praxis | 2026-08-14T11:40:02-0600 | tool=unknown
praxis | 2026-08-14T11:40:29-0600 | tool=unknown
praxis | 2026-08-14T11:40:34-0600 | tool=unknown
praxis | 2026-08-14T11:40:47-0600 | tool=unknown
praxis | 2026-08-14T11:41:05-0600 | tool=unknown
praxis | 2026-08-14T11:41:31-0600 | tool=unknown
praxis | 2026-08-14T11:41:38-0600 | tool=unknown
praxis | 2026-08-14T11:42:38-0600 | tool=unknown
praxis | 2026-08-14T11:42:42-0600 | tool=unknown
praxis | 2026-08-14T11:42:46-0600 | tool=unknown
praxis | 2026-08-14T11:42:54-0600 | tool=unknown
praxis | 2026-08-14T11:43:06-0600 | tool=unknown
praxis | 2026-08-14T11:43:18-0600 | tool=unknown
praxis | 2026-08-14T11:43:36-0600 | tool=unknown
praxis | 2026-08-14T11:43:41-0600 | tool=unknown
praxis | 2026-08-14T11:43:45-0600 | tool=unknown
praxis | 2026-08-15T16:46:51-0600 | tool=unknown
praxis | 2026-08-15T16:46:51-0600 | tool=unknown
praxis | 2026-08-15T16:46:55-0600 | tool=unknown
praxis | 2026-08-15T16:46:55-0600 | tool=unknown
praxis | 2026-08-15T16:46:55-0600 | tool=unknown
praxis | 2026-08-15T16:47:00-0600 | tool=unknown
praxis | 2026-08-15T16:47:00-0600 | tool=unknown
praxis | 2026-08-15T16:47:01-0600 | tool=unknown
praxis | 2026-08-15T16:47:08-0600 | tool=unknown
praxis | 2026-08-15T16:47:08-0600 | tool=unknown
praxis | 2026-08-15T16:47:09-0600 | tool=unknown
praxis | 2026-08-15T16:47:12-0600 | tool=unknown
praxis | 2026-08-15T16:47:13-0600 | tool=unknown
praxis | 2026-08-15T16:47:18-0600 | tool=unknown
praxis | 2026-08-15T16:47:18-0600 | tool=unknown
praxis | 2026-08-15T16:47:26-0600 | tool=unknown
praxis | 2026-08-15T16:47:26-0600 | tool=unknown
praxis | 2026-08-15T16:47:26-0600 | tool=unknown
praxis | 2026-08-15T16:47:29-0600 | tool=unknown
praxis | 2026-08-15T16:47:30-0600 | tool=unknown
praxis | 2026-08-15T16:48:09-0600 | tool=unknown
praxis | 2026-08-15T16:48:31-0600 | tool=unknown
praxis | 2026-08-15T16:49:41-0600 | tool=unknown
praxis | 2026-08-15T16:49:49-0600 | tool=unknown
praxis | 2026-08-15T16:50:03-0600 | tool=unknown
praxis | 2026-08-15T16:50:08-0600 | tool=unknown
praxis | 2026-08-15T16:50:15-0600 | tool=unknown
praxis | 2026-08-15T16:50:31-0600 | tool=unknown
praxis | 2026-08-15T16:50:38-0600 | tool=unknown
praxis | 2026-08-15T16:50:45-0600 | tool=unknown
praxis | 2026-08-15T16:50:50-0600 | tool=unknown
praxis | 2026-08-15T16:50:57-0600 | tool=unknown
praxis | 2026-08-15T16:51:08-0600 | tool=unknown
praxis | 2026-08-15T16:51:13-0600 | tool=unknown
praxis | 2026-08-15T16:51:40-0600 | tool=unknown
praxis | 2026-08-15T16:51:49-0600 | tool=unknown
praxis | 2026-08-15T16:51:58-0600 | tool=unknown
praxis | 2026-08-15T16:52:03-0600 | tool=unknown
praxis | 2026-08-15T16:52:08-0600 | tool=unknown
praxis | 2026-08-15T16:52:16-0600 | tool=unknown
praxis | 2026-08-15T16:52:22-0600 | tool=unknown
praxis | 2026-08-15T16:52:30-0600 | tool=unknown
praxis | 2026-08-15T16:52:35-0600 | tool=unknown
praxis | 2026-08-15T16:52:43-0600 | tool=unknown
praxis | 2026-08-15T16:52:49-0600 | tool=unknown
praxis | 2026-08-15T16:52:54-0600 | tool=unknown
praxis | 2026-08-15T16:53:57-0600 | tool=unknown
praxis | 2026-08-15T16:54:46-0600 | tool=unknown
praxis | 2026-08-15T16:54:50-0600 | tool=unknown
praxis | 2026-08-15T16:54:56-0600 | tool=unknown
praxis | 2026-08-15T16:55:10-0600 | tool=unknown
praxis | 2026-08-15T16:55:15-0600 | tool=unknown
praxis | 2026-08-15T16:55:28-0600 | tool=unknown
praxis | 2026-08-15T16:55:45-0600 | tool=unknown
praxis | 2026-08-15T16:56:02-0600 | tool=unknown
praxis | 2026-08-15T16:56:07-0600 | tool=unknown
praxis | 2026-08-15T16:56:12-0600 | tool=unknown
praxis | 2026-08-15T16:56:15-0600 | tool=unknown
praxis | 2026-08-15T16:56:24-0600 | tool=unknown
praxis | 2026-08-15T16:56:32-0600 | tool=unknown
praxis | 2026-08-15T16:56:39-0600 | tool=unknown
praxis | 2026-08-15T17:01:13-0600 | tool=unknown
praxis | 2026-08-15T17:01:16-0600 | tool=unknown
praxis | 2026-08-15T17:01:16-0600 | tool=unknown
praxis | 2026-08-15T17:01:17-0600 | tool=unknown
praxis | 2026-08-15T17:01:20-0600 | tool=unknown
praxis | 2026-08-15T17:01:21-0600 | tool=unknown
praxis | 2026-08-15T17:01:21-0600 | tool=unknown
praxis | 2026-08-15T17:01:27-0600 | tool=unknown
praxis | 2026-08-15T17:01:28-0600 | tool=unknown
praxis | 2026-08-15T17:01:29-0600 | tool=unknown
praxis | 2026-08-15T17:01:35-0600 | tool=unknown
praxis | 2026-08-15T17:01:35-0600 | tool=unknown
praxis | 2026-08-15T17:02:17-0600 | tool=unknown
praxis | 2026-08-15T17:02:28-0600 | tool=unknown
praxis | 2026-08-15T17:03:51-0600 | tool=unknown
praxis | 2026-08-15T17:03:58-0600 | tool=unknown
praxis | 2026-08-15T17:04:08-0600 | tool=unknown
praxis | 2026-08-15T17:04:15-0600 | tool=unknown
praxis | 2026-08-15T17:04:25-0600 | tool=unknown
praxis | 2026-08-15T17:04:29-0600 | tool=unknown
praxis | 2026-08-15T17:04:34-0600 | tool=unknown
praxis | 2026-08-15T17:04:40-0600 | tool=unknown
praxis | 2026-08-15T17:04:45-0600 | tool=unknown
praxis | 2026-08-15T17:04:55-0600 | tool=unknown
praxis | 2026-08-15T17:05:07-0600 | tool=unknown
praxis | 2026-08-15T17:05:22-0600 | tool=unknown
praxis | 2026-08-15T17:05:33-0600 | tool=unknown
praxis | 2026-08-15T17:06:02-0600 | tool=unknown
praxis | 2026-08-15T17:06:07-0600 | tool=unknown
praxis | 2026-08-15T17:06:57-0600 | tool=unknown
praxis | 2026-08-15T17:09:40-0600 | tool=unknown
praxis | 2026-08-15T17:09:41-0600 | tool=unknown
praxis | 2026-08-15T17:09:48-0600 | tool=unknown
praxis | 2026-08-15T17:09:50-0600 | tool=unknown
praxis | 2026-08-15T17:09:55-0600 | tool=unknown
praxis | 2026-08-15T17:10:00-0600 | tool=unknown
praxis | 2026-08-15T17:10:06-0600 | tool=unknown
praxis | 2026-08-15T17:10:08-0600 | tool=unknown
praxis | 2026-08-15T17:10:11-0600 | tool=unknown
praxis | 2026-08-15T17:10:15-0600 | tool=unknown
praxis | 2026-08-15T17:10:24-0600 | tool=unknown
praxis | 2026-08-15T17:10:50-0600 | tool=unknown
praxis | 2026-08-15T17:11:20-0600 | tool=unknown
praxis | 2026-08-15T17:11:29-0600 | tool=unknown
praxis | 2026-08-15T17:11:34-0600 | tool=unknown
praxis | 2026-08-15T17:11:38-0600 | tool=unknown
praxis | 2026-08-15T17:11:45-0600 | tool=unknown
praxis | 2026-08-15T17:11:47-0600 | tool=unknown
praxis | 2026-08-15T17:11:48-0600 | tool=unknown
praxis | 2026-08-15T17:11:53-0600 | tool=unknown
praxis | 2026-08-15T17:11:56-0600 | tool=unknown
praxis | 2026-08-15T17:11:59-0600 | tool=unknown
praxis | 2026-08-15T17:12:13-0600 | tool=unknown
praxis | 2026-08-15T17:12:20-0600 | tool=unknown
praxis | 2026-08-15T17:12:24-0600 | tool=unknown
praxis | 2026-08-15T17:12:30-0600 | tool=unknown
praxis | 2026-08-15T17:12:34-0600 | tool=unknown
praxis | 2026-08-15T17:12:37-0600 | tool=unknown
praxis | 2026-08-15T17:12:41-0600 | tool=unknown
praxis | 2026-08-15T17:12:54-0600 | tool=unknown
praxis | 2026-08-15T17:12:59-0600 | tool=unknown
praxis | 2026-08-15T17:13:00-0600 | tool=unknown
praxis | 2026-08-15T17:13:00-0600 | tool=unknown
praxis | 2026-08-15T17:13:08-0600 | tool=unknown
praxis | 2026-08-15T17:13:13-0600 | tool=unknown
praxis | 2026-08-15T17:13:21-0600 | tool=unknown
